"Y","Objective","Error_Metric","Rounds","Booster","LM_Lambda","LM_Alpha","LM_Lambda_Bias","Eta","Max_Depth","Subsample","Colsample_bytree","Colsample_bylevel","Error"
"WHL_PEAK_KIPS","reg:linear","mae",15,"gbtree",0,0,0,1,4,0.5,0.7,0.9,6.9420946
"WHL_PEAK_KIPS","reg:linear","mae",5,"gbtree",0,0,0,1,4,0.5,0.9,0.5,6.4594834
"WHL_PEAK_KIPS","reg:linear","mae",10,"gbtree",0,0,0,1,4,0.5,0.9,0.7,6.2950896
"WHL_PEAK_KIPS","reg:linear","mae",15,"gbtree",0,0,0,1,4,0.5,0.9,0.9,6.2864352
"WHL_PEAK_KIPS","reg:linear","mae",5,"gbtree",0,0,0,1,4,0.7,0.5,0.5,6.8787998
"WHL_PEAK_KIPS","reg:linear","mae",10,"gbtree",0,0,0,1,4,0.7,0.5,0.7,6.8452212
"WHL_PEAK_KIPS","reg:linear","mae",15,"gbtree",0,0,0,1,4,0.7,0.5,0.9,6.54274
"WHL_PEAK_KIPS","reg:linear","mae",5,"gbtree",0,0,0,1,4,0.7,0.7,0.5,6.3912794
"WHL_PEAK_KIPS","reg:linear","mae",10,"gbtree",0,0,0,1,4,0.7,0.7,0.7,6.4839638
"WHL_PEAK_KIPS","reg:linear","mae",15,"gbtree",0,0,0,1,4,0.7,0.7,0.9,6.3828448
"WHL_PEAK_KIPS","reg:linear","mae",5,"gbtree",0,0,0,1,4,0.7,0.9,0.5,6.4717714
"WHL_PEAK_KIPS","reg:linear","mae",10,"gbtree",0,0,0,1,4,0.7,0.9,0.7,6.3820766
"WHL_PEAK_KIPS","reg:linear","mae",15,"gbtree",0,0,0,1,4,0.7,0.9,0.9,6.2374848
"WHL_PEAK_KIPS","reg:linear","mae",5,"gbtree",0,0,0,1,4,0.9,0.5,0.5,7.0428982
"WHL_PEAK_KIPS","reg:linear","mae",10,"gbtree",0,0,0,1,4,0.9,0.5,0.7,6.7574682
"WHL_PEAK_KIPS","reg:linear","mae",15,"gbtree",0,0,0,1,4,0.9,0.5,0.9,6.5566264
"WHL_PEAK_KIPS","reg:linear","mae",5,"gbtree",0,0,0,1,4,0.9,0.7,0.5,6.6017372
